1	10753	31
1	11537	31
1	131459	1
1	133498	31
1	18881	6
1	2	1
1	21616	31
1	23383	31
1	26114	31
1	262822	1
1	263080	1
1	263482	1
1	264505	1
1	28165	2
1	28173	3
1	44882	31
1	45899	16
1	52559	1
1	53053	31
1	58966	1
1	59161	1
1	60304	1
1	6471	30
10	20	1
10	46392	31
10	55732	1
10	60632	1
10	62000	1
100	10753	1
100	1439	4
100	15353	31
100	20090	31
100	393444	31
100	46347	2
100	51958	31
100	54034	31
100	54705	31
100	54756	31
1000	133699	1
1000	16814	11
1000	58594	2
10001	23815	31
10002	17224	31
10002	17225	31
10002	17232	31
10002	23815	31
10003	25152	31
10006	17676	31
10010	15412	31
10010	17682	31
10010	17683	31
10010	17686	31
10010	17947	31
10010	17953	31
10010	18139	31
10010	18271	31
10010	18278	31
10010	20485	31
10010	23615	31
10010	23632	31
10010	23639	31
10010	23642	31
10010	23785	31
10010	23791	31
10010	23795	31
10010	23805	31
10010	23815	4
10010	23836	31
10010	24268	31
10010	24271	31
10010	24293	1
10010	38640	4
10010	55385	31
10010	55387	31
10010	58650	31
10010	58788	31
10010	59095	31
10010	59096	31
10010	59103	11
10011	10019	31
10012	23720	31
10021	10108	31
10021	12701	31
10021	132827	31
10021	133203	31
10021	17088	31
10021	18211	31
10021	18265	31
10021	23761	31
10021	24507	31
10021	25844	31
10021	38654	31
10021	40009	31
10021	41935	31
10021	50314	31
10021	55890	31
10021	55908	31
10022	17746	31
10022	23838	31
10022	27435	31
10022	59292	31
10023	23871	31
10024	10026	31
10024	17617	31
10024	23728	31
10024	24482	31
10024	45133	31
10026	10032	31
10026	10084	31
10026	10102	31
10026	10127	31
10026	10135	31
10026	10143	31
10026	10158	31
10026	10171	31
10026	10203	31
10026	10205	14
10026	10231	31
10026	10236	31
10026	10297	31
10026	10310	31
10026	10794	31
10026	10848	31
10026	11030	31
10026	11039	31
10026	11051	31
10026	11071	31
10026	11123	31
10026	11164	31
10026	11190	31
10026	11227	31
10026	11232	31
10026	11403	5
10026	11404	30
10026	11414	31
10026	11666	31
10026	11798	31
10026	11799	31
10026	12041	31
10026	12076	31
10026	12083	31
10026	12189	31
10026	12222	31
10026	12301	31
10026	12306	31
10026	12315	31
10026	12322	31
10026	12329	31
10026	12389	31
10026	12399	31
10026	12414	1
10026	12496	31
10026	12552	31
10026	12578	31
10026	12601	31
10026	12611	31
10026	12615	31
10026	12637	31
10026	12713	31
10026	12714	31
10026	12715	31
10026	12731	30
10026	12759	31
10026	12779	31
10026	12849	31
10026	12859	31
10026	12874	4
10026	12883	31
10026	12902	31
10026	12956	31
10026	12989	31
10026	12993	3
10026	13030	31
10026	13101	31
10026	131144	31
10026	131171	31
10026	131184	31
10026	131194	31
10026	13122	31
10026	131235	31
10026	13124	31
10026	131329	14
10026	132038	31
10026	132046	13
10026	132081	31
10026	132118	31
10026	132132	31
10026	132142	31
10026	132145	31
10026	132204	31
10026	132211	31
10026	132228	31
10026	132245	31
10026	13237	31
10026	13238	31
10026	132405	31
10026	132410	10
10026	132422	31
10026	132435	31
10026	132504	31
10026	132507	31
10026	132536	31
10026	132581	31
10026	132586	31
10026	132659	31
10026	132714	31
10026	132740	31
10026	132826	31
10026	13285	31
10026	132899	31
10026	133020	31
10026	133052	31
10026	133062	31
10026	133134	31
10026	133144	31
10026	133165	31
10026	133209	31
10026	133332	31
10026	13335	31
10026	133410	31
10026	133448	31
10026	133485	31
10026	133487	31
10026	133488	31
10026	133534	31
10026	133637	18
10026	133741	23
10026	133752	31
10026	133794	31
10026	133873	10
10026	133893	5
10026	13414	31
10026	13445	31
10026	13489	31
10026	13536	2
10026	13618	31
10026	13768	31
10026	13778	31
10026	13901	31
10026	13917	31
10026	14127	31
10026	14340	31
10026	14361	31
10026	14413	31
10026	14492	31
