ASN	Name	Registration date	Global rank	#routeable IPv4	#prefixes IPv4	#prefixes IPv6
9149	Groupement Des Cartes Bancaires CB	2009-10-15	40,393	256	1	
12318	EXANE SA	1999-03-08	41,319	256	1	
12463	S.A. des Bains de Mer et du Cercle des Etrangers a	1999-06-01	38,398	256	1	
12523	EUROPAGES SA	1999-06-30	41,960	256	1	
15762	Credit Cooperatif	2000-10-05	46,368	256	1	
16017	Hager Electro GmbH & Co. KG	2000-11-24	41,381	256	1	
16101	ORDIPAT SAS	2000-12-20	45,850	256	1	
16217	LONGPHONE	2001-01-29	44,379	256	1	
16252	CERTI-UR	2001-02-08	48,908	256	1	
16254	Lyreco Management SAS	2001-02-09	39,915	256	1	
20585	E-viel SA	2001-04-11	40,235	256	1	
20824	Cienum S.A.S	2001-06-11	47,754	256	1	
21094	EUROSPORT SA	2001-08-27	44,762	256	1	
21203	CMA CGM SA	2001-09-26	43,308	256	1	
25286	Ipercast Network	2002-09-23	42,171	256	1	
28739	Newedge Group S.A.	2003-02-12	39,696	256	1	
29057	Texas Instruments France S.A.	2003-05-21	48,741	256	1	
29118	WURTH FRANCE S.A.	2003-06-10	42,760	256	1	
29199	ESCP EUROPE	2003-06-27	42,785	256	1	
29660	Mutuelle Assurances Corps Sante Francais	2003-11-04	44,965	256	1	
29679	Groupe Express-Roularta	2003-11-10	43,483	256	1	
30761	International Criminal Police Organisation - Inter	2003-11-27	45,363	256	1	
30839	CHAMBRE COMMERCE INDUSTRIE PAU BEARN	2009-08-06	43,892	256	1	
30907	SAGE	2004-01-12	39,483	256	1	
31136	IREC SAS	2011-01-19	48,493	256	1	
31255	SCHNEIDER ELECTRIC INDUSTRIES SAS	2012-08-30	44,023	256	1	
31375	ANTOINE VERSINI	2004-04-28	42,579	256	1	
31555	Neo Telecoms S.A.S.	2004-06-11	44,105	256	1	1
31635	SLIB	2004-06-28	47,134	256	1	
31660	PIXTEL	2004-07-05	38,220	256	1	
33870	LOGILUNE SARL	2004-08-24	49,220	256	1	
34064	ING DIRECT N.V.	2004-10-13	44,717	256	1	
34433	UTEL SAS	2005-01-19	46,256	256	1	
34973	CalvaEDI S.A.S.	2005-05-11	49,452	256	1	
35169	EURO PROTECTION SURVEILLANCE SAS	2005-06-15	47,342	256	1	
35363	ASSOCIATION POUR LE DEVELOPPEMENT DES ENTREPRISES 	2005-07-22	38,451	256	1	
39023	Snowite Sarl	2010-08-23	37,773	256	1	
39162	GIEPROD	2005-12-23	39,328	256	1	
39206	VIAPASS SAS	2006-01-09	37,835	256	1	
39534	Lyra Network SAS	2006-03-15	40,899	256	1	1
39552	ALLIANCE HEALTHCARE REPARTITION SAS	2006-03-16	46,873	256	1	
39606	Automatic Answer Communication AAC	2006-03-24	40,922	256	1	
39634	VIATELECOM	2009-08-11	43,918	256	1	
39723	SCIENTECHNIX S.R.L	2006-04-13	39,514	256	1	
39754	118000 SAS	2006-04-20	39,523	256	1	
41291	C.R.T. INFORMATIQUE sarl	2006-07-18	37,590	256	1	
41370	Alinto SA	2006-08-02	39,105	256	1	
41402	AIRBUS SAS	2006-08-11	40,583	256	1	
41526	Association XNAME	2006-09-07	42,133	256	1	
41542	Risc Group IT Solutions	2006-09-11	43,615	256	1	
41605	SCOOP IT SAS	2014-12-29	39,197	256	1	
41788	HELP-LINE-VICTORIA SAS	2008-04-28	42,234	256	1	
42172	GL TRADE	2007-01-04	48,341	256	1	
42188	CERTI-UR	2007-01-10	46,832	256	1	
42208	Wengo SAS	2007-01-15	43,859	256	1	
42449	Commune de Mulhouse	2007-02-22	45,435	256	1	
42467	PLUGANDTEL	2007-02-23	43,950	256	1	
42795	XEROX GENERAL SERVICES	2007-04-17	38,120	256	1	
43121	ETC SAS	2007-06-11	42,683	256	1	
43217	Heidrick and Struggles International Inc	2007-06-26	44,190	256	1	
43271	DIGORA SARL	2007-07-05	44,200	256	1	
43654	TAS TELEGESTION ALARME SERVICES	2007-09-06	46,480	256	1	
43814	Finatech	2007-10-02	43,589	256	1	
44373	Netbooster SA	2008-01-08	42,315	256	1	
44842	Syndicat Mixte Somme Numerique	2008-03-19	45,452	256	1	
45039	LACOUR CONCEPT SAS	2008-04-24	42,537	256	1	
47268	Zanox SAS	2008-05-27	45,301	256	1	
47382	LASOTEL SARL	2008-06-11	40,877	256	1	
47420	Toluna SAS	2008-06-16	46,848	256	1	1
47472	CCMedia SARL	2008-06-23	37,949	256	1	
47612	AMACA SARL	2008-07-22	37,996	256	1	
47658	LAGARDERE ACTIVE DIGITAL SAS	2008-07-28	48,459	256	1	
47818	Midi Picardie Informatique Hospitaliere	2008-08-27	45,496	256	1	
47858	GIE Groupement Informatique De La Protection Socia	2008-09-05	41,044	256	1	
47957	Compagnie Industrielle Et Financiere D' Ingenierie	2008-09-22	38,116	256	1	
47977	CEV Group SAS	2008-09-23	45,545	256	1	
47980	SPIR COMMUNICATION SA	2008-09-24	38,126	256	1	
48017	VIALINK SAS	2008-09-30	41,086	256	1	
48026	Association Gide Loyrette Nouel	2008-10-01	39,639	256	1	
48069	Metropole Television SA	2008-10-07	38,157	256	1	
48125	INTER MUTUELLES ASSISTANCE G.I.E.	2008-10-15	42,633	256	1	
48134	NAXOS SA	2008-10-16	41,136	256	1	
48140	CTRE REG TRAITEMENT INFORMATION LYON.	2008-10-16	38,182	256	1	
48240	OPENTEAM SAS	2011-08-25	48,663	256	1	
48413	GROUPE SOLLY AZAR	2008-11-24	42,727	256	1	
48436	Atel Hotels Network	2008-11-26	44,211	256	1	
48490	OPHOS SYSTEM SARL	2008-12-03	39,784	256	1	
48668	IVISION SAS	2008-12-29	42,811	256	1	
48799	COMMUNAUTE URBAINE DE STRASBOURG	2009-02-10	47,934	256	1	
48879	GEEKNODE	2009-02-23	46,402	256	1	
49030	Applied Technologies Internet SAS	2009-03-27	48,894	256	1	
49068	NETASQ	2009-04-03	44,378	256	1	
49152	PLATINE COMMUNICATION SARL	2009-04-20	45,880	256	1	
49219	L2CT	2009-04-29	45,893	256	1	
49328	PRIVIANET s.a.r.l	2009-05-19	38,501	256	1	
49537	Worldline Communication	2009-06-25	44,483	256	1	
49555	Avions Transport Regional	2009-07-01	42,993	256	1	
49692	Compagnie generale de Sante SAS	2009-08-24	49,046	256	1	1
49881	SOCIETE DU JOURNAL MIDI LIBRE	2009-10-02	47,559	256	1	
49923	Generale Frigorifique SAS	2009-10-13	43,086	256	1	
49960	SCI-THE-WALL SCI The Wall,FR	2009-10-19	47,582	256	1	
50036	DEPARTEMENT des PYRENEES-ATLANTIQUES	2009-10-29	43,123	256	1	
50183	Altares D&B SAS	2009-11-26	47,640	256	1	
50404	KEYSOURCE SCRL	2010-01-08	41,726	256	1	
50779	Societe des Eaux de Marseille SA	2010-03-23	47,777	256	1	1
50954	Plugin Services SARL	2010-04-29	44,784	256	1	
50982	Assurance Mutuelle des Motards	2010-05-07	44,793	256	1	
51085	UBIFRANCE AGENCE FRANCAISE POUR LE DEVELOPPEMENT I	2010-05-28	38,885	256	1	
51095	Center.Com	2010-06-01	40,364	256	1	
51231	CPOR Devises	2010-06-25	40,400	256	1	
51260	Actisens	2010-07-05	41,928	256	1	
51270	L'OCCITANE SA	2010-07-07	40,409	256	1	
51345	EDIVIA SARL	2010-07-27	47,926	256	1	
51455	INTESPACE SAS	2010-08-31	48,854	256	1	
51458	GL events CITE/CENTRE DE CONGRES/LYON SA	2010-08-31	41,373	256	1	
51459	Manhattan SAS	2010-08-31	42,867	256	1	
51822	SOPREMA SASU	2011-02-10	47,404	256	1	
51888	Pilot Systems consulting SARL	2010-11-23	45,914	256	1	
52018	Lnet Multimedia SARL	2010-12-16	38,525	256	1	
52034	Bred Banque Populaire Societe	2010-12-17	44,465	256	1	
52039	SYNDICAT INTERHOSPITALIER DE BRETAGNE	2010-12-20	39,996	256	1	
56455	TECHNIPNET SAS	2011-02-24	42,820	256	1	
57103	Voxity SARL	2011-07-19	45,088	256	1	
57183	Holcim Services EMEA SL	2011-08-12	48,140	256	1	
57226	Morpho SA	2011-08-29	40,666	256	1	
57521	Mauritius Computing Services Ltd	2011-11-21	39,326	256	1	
57584	NEXTRADIOTV SA	2011-12-05	45,270	256	1	
57694	HARDIS SARL	2012-01-17	43,828	256	1	
58004	STIME SAS	2012-03-30	45,450	256	1	
59413	VPG SAS	2012-07-06	38,496	256	1	
59417	Rsources SA	2012-07-06	44,434	256	1	
59520	CHANIAL David	2012-07-31	48,983	256	1	
60112	CLARINS SA	2014-05-13	49,125	256	1	
60132	Zoreole Services SARL	2014-05-05	46,073	256	1	
60226	METEORAGE SAS	2013-08-30	44,623	256	1	
60293	ALFUN SAS	2013-08-16	43,162	256	1	
60401	Commite National pour la Securite des Usagers de l	2013-07-24	46,141	256	1	
60620	Societe du Parc du Futuroscope	2013-06-13	44,710	256	1	
60630	Association Alsace Reseau Neutre	2013-06-10	43,235	256	1	1
60749	Promotion PICHET	2013-05-17	40,270	256	1	
62057	Neopost ID SA	2014-03-03	39,930	256	1	
62396	Penta SA	2013-10-10	47,468	256	1	
196633	CAM Communaute d'Agglomeration de Montpellier,FR	2009-07-22	37,778	256	1	
196765	GRPHERVE Herve Consultants SAS,FR	2009-05-18	40,778	256	1	
196869	ARAXXE-AS Araxxe SAS,FR	2009-12-11	40,820	256	1	
197149	RESOLUTIO-AS Resolutio SARL,FR	2010-06-30	48,413	256	1	
197230	VICAT Vicat S.A.,FR	2010-08-19	46,927	256	1	
197337	SILVERTECH Silvertech SARL,FR	2011-02-25	43,974	256	1	
197384	CEG-HOSTING-AS CEGELEC SAS,FR	2010-11-11	42,513	256	1	
197462	SYSTEA-IG Systea IG SARL,FR	2011-04-06	41,038	256	1	
197500	SNDR-AS Societe Nationale de Radiodiffusion Radio 	2011-03-29	41,049	256	1	1
197548	APPLIXIA Applixia,FR	2011-01-28	39,614	256	1	
197551	AMEOS Ameos SARL,FR	2011-01-28	44,052	256	1	
197562	VTECHNOLOGIE V Technologie SAS,FR	2011-02-09	47,042	256	1	
197573	TOLUNA-AS Toluna SAS,FR	2011-06-28	48,567	256	1	1
197778	LACOUR-PARIS Lacour Concept,FR	2011-04-28	44,124	256	1	
197867	ALTERSYSTEMS Alter Systems SARL,FR	2011-06-01	48,680	256	1	
198034	SENSOTELECOM-AS SENSO TELECOM SAS,FR	2011-09-09	41,243	256	1	
198126	TELANDGO PE Beauchiere Remy,FR	2011-10-07	39,795	256	1	
198239	NANOXION-AS NANOXION SARL,FR	2011-11-23	39,825	256	1	1
198286	URSSAF URSSAF,FR	2011-12-02	45,784	256	1	
198423	RESOLV-AS ResoLv SARL,FR	2012-01-24	46,393	256	1	
198732	ARKOON Arkoon Network Security SA,FR	2012-04-25	48,042	256	1	
198855	GDFSUEZ-AS-COFELYFR GDF SUEZ ENERGY SERVICES,FR	2012-06-01	40,599	256	1	
198952	GRTGAZ GRTgaz S.A.,FR	2012-06-29	43,625	256	1	
198954	NETEDEN-AS Neteden SASU,FR	2012-06-29	46,573	256	1	
198978	ALKANTE Alkante SAS,FR	2012-07-05	39,185	256	1	
199006	CNFPT Centre National de la Fonction Publique Terr	2012-07-12	40,654	256	1	
199064	QWANT-AS Qwant SAS,FR	2012-08-01	45,152	256	1	
199125	ALLIANCERESEAUX-AS Alliance Reseaux SAS,FR	2012-08-17	40,702	256	1	
199167	AZNETWORK-AS ABF HEBERGEMENT SARL,FR	2012-08-30	46,660	256	1	
199199	CDC-ARKHINEO CDC ARKHINEO,FR	2012-09-12	43,719	256	1	
199233	MAIF-AS Mutuelle Assurance Instituteur France STE	2012-09-25	45,219	256	1	1
199248	NUMLOG NUMLOG s.a.r.l.,FR	2012-10-03	48,236	256	1	1
199383	CMRP-SELFSERVEUR CMRP SARL,FR	2013-02-15	45,265	256	1	
199485	JLCOM JL COM SAS,FR	2013-01-07	46,786	256	1	
199487	ONESYSTEM-AS ONE-SYSTEM SARL,FR	2013-01-04	37,877	256	1	1
199565	NORTHTIC NortH TIC s.a.s.,FR	2012-11-23	46,821	256	1	
199568	DIRRA DIRRA SAS,FR	2012-11-22	37,906	256	1	
199579	SDIS69 SCE Departement Incendie et Secours,FR	2012-11-19	40,866	256	1	
199627	AFENIOUX-AS HASGARD s.a.r.l.,FR	2012-11-02	37,925	256	1	1
199668	DATALP-AS Datalp SAS,FR	2012-10-15	48,373	256	1	
199749	OBIANE OBIANE SAS,FR	2014-02-13	43,893	256	1	
199851	NEWSOO-AS Schwoerer et Associes SAS,FR	2014-01-03	46,916	256	1	1
200102	ALMERYS Almerys SAS,FR	2013-10-09	45,500	256	1	
200162	ILOTH ILOTH,FR	2013-09-20	42,551	256	1	
201084	GENERIS-SYSTEM Generis System Telecom SARL,FR	2015-02-03	45,529	256	1	
201313	MDM Maisons du Monde,FR	2014-11-25	44,088	256	1	
201425	NETENTREPRISE Cirtil,FR	2014-10-30	41,139	256	1	
201479	BULLGREOSI Bull sas,FR	2014-10-15	44,125	256	1	2
201703	CONNECT Mehdi Bouteiller entreprise individuelle,F	2014-08-08	48,708	256	1	
201807	SAP_AG_PAR SAP SE,FR	2014-07-08	42,735	256	1	
202187	PHOTWB Photoweb SAS,FR	2014-03-18	43,423	256	1	
2481	FR-INRIA-AS2481 INRIA,FR	1993-09-01				
2482	NIC-FR-AS2482 AFNIC (Association Francaise pour le	1993-09-01				
2483	NIC-FR-AS2483 AFNIC (Association Francaise pour le	1993-09-01				
3256	Renater,FR	1994-09-27				
3299	Societe Generale,FR	1995-01-24				
3305	Societe Francaise du Radiotelephone S.A.,FR	1994-10-28				
6675	COLT-FRANCE-AS COLT Technology Services Group Limi	1996-06-21				
6678	ASN-NOOS NC Numericable S.A.,FR	1996-06-24				
6727	EASYNET-FRANCE Easynet Global Services Limited,FR	1996-07-23				
6771	ASBFS BELGACOM S.A.,FR	1996-09-24				
8418	Orange S.A.,FR	1997-08-08				
8527	INTERNETFR Prosodie SAS,FR	1997-10-29				
8799	AS8799 Monaco Telecom,FR	1998-05-28				
8975	CLARANETFR Claranet France,FR	1998-09-14				
12351	TBS-CAEN TBS INTERNET SAS,FR	1999-03-31				
12375	OPOY-AS DNA Oy,FR	1999-04-19				
12395	PANDEMONIUM-AS ADISTA SAS,FR	1999-04-28				
12744	KEYRUS ITS INTEGRA SAS,FR	1999-10-21				
12771	MEDIAMETRIE-AS Mediametrie S.A.,FR	1999-11-04				
12811	GIE AUCHAN INTERNATIONAL TECHNOLOGY,FR	1999-11-19				
12863	BOURSEDIRECT Autonomous System,FR	1999-12-15				
12901	MAPORAMA-AS Maporama Solutions SAS,FR	2002-11-12				
12953	REUTERS-AS Thomson Corporation,FR	2000-01-24				
13049	FRONTIER Frontier Software SARL,FR	2000-02-29				
15674	SMARTJOG SAS,FR	2000-09-08				
15863	IBASIS-AS IVANET-PAR Autonomous System,FR	2000-10-25				
15890	CEGETEL-DTI-FR-AS Societe Francaise du Radioteleph	2000-10-30				
16048	Alcatel-Lucent International SAS,FR	2000-12-01				
16241	Maporama Solutions SAS,FR	2001-02-06				
16348	PWC-FR PricewaterhouseCoopers Services GIE,FR	2002-10-18				
20482	ABP Informatique SAS,FR	2001-03-13				
20529	AS1_SAFETY-HOST Alfa-safety,FR	2001-03-23				
20563	AS20563 ATOS Worldline SAS,FR	2001-04-02				
20603	Orange S.A.,FR	2001-04-19				2
20675	FIMATEX-ASNUMBER BOURSORAMA S.A.,FR	2001-05-04				
24963	YACAST-AS SMARTJOG SAS,FR	2002-06-10				
25108	BLACKCAT-AS Iomart Hosting Limited,FR	2002-07-26				
25170	PRIVILIS PRIVILIS SAS,FR	2002-08-21				
25442	CAI-CHEVREUX Credit Agricole Cheuvreux SA,FR	2002-11-22				
25551	CREDIT-AGRICOLE-CIB Credit Agricole Corporate and 	2003-01-07				
29204	B3G-AS B3G Telecom backbone AS,FR	2003-06-27				
29351	STO-NETWORK-HG AD VALEM TECHNOLOGIES,FR	2003-08-13				
29447	TIF-AS ONLINE S.A.S.,FR	2003-09-11				
29594	NETWORKSTUDIO-AS Network Studio SARL,FR	2003-10-20				
30801	OZONE-AS Ozone SAS,FR	2003-12-09				
31031	TRANSNODE-AS Phibee Telecom SARL,FR	2004-02-11				
31553	EDPNETRU-AS Talessa SPRL,FR	2004-06-11				
33805	LIZARD-AS Rekah Corp Hosting,FR	2004-08-04				
33857	ASN-METABOLI Metaboli SA,FR	2004-08-19				
33938	DIGITALSAFE-AS ICT Concept BV,FR	2004-09-10				
34237	POL-AS POL SARL,FR	2004-11-24				
34647	MEDIACTIVE SAS,FR	2005-03-08				
34860	ERENIS Societe Francaise du Radiotelephone S.A.,FR	2005-04-20				
34957	CEGETEL-LA-REUNION-AS SOCIETE REUNIONNAISE DU RADI	2005-05-10				
35070	RENTABILIWEB Rentabiliweb Telecom,FR	2005-05-27				
35101	PROXY-AS Teicee SARL,FR	2005-06-03				
35217	OVEA OVEA,FR	2005-06-27				
35315	EXALEAD DASSAULT SYSTEMES,FR	2005-07-13				
35418	IMEXKA-AS Telemedia Premium SARL,FR	2005-08-04				
35556	FIT-NET Financial Innovative Technology SAS,FR	2005-09-02				
39079	SFR-SI SFR,FR	2005-12-08				
39086	NEXWAY Nexway SAS,FR	2005-12-09				
39176	PACKETGEAR PACKET GEAR SAS,FR	2015-01-30				
39196	FR-BCELU-AS BCE pop in France,FR	2006-01-04				
39340	PYVER-SARL PYVER SARL,FR	2006-02-03				
39420	IPACS IP ACS SARL,FR	2006-02-17				
41044	THYA-AS L'ile aux surfers s.a.r.l.,FR	2006-06-06				
41128	ORANGEFR-GRX-AS Orange S.A.,FR	2006-06-19				
41459	DEUXSI-AS 2SI TELECOM SARL,FR	2015-01-28				
41498	EDEVCPL Effineo S.A.,FR	2008-07-15				
41804	SFS Smart France SAS,FR	2006-10-27				
42256	YOONO YOONO SA,FR	2007-01-24				
42566	BD-MULTIMEDIA BD MULTI-MEDIA SA,FR	2007-03-13				
42623	CERTEUROPE-AS CertEurope,FR	2007-03-22				
42738	QUALITELNETWORKS SARL QUALITEL NETWORKS,FR	2007-04-10				
42937	SCVD AS for 720 Degres,FR	2007-05-10				
43100	Rezopole A.D.	2007-06-06				
43105	CAPGEMINI Capgemini France,FR	2007-06-06				
43347	ULLINK Ullink SAS,FR	2007-07-18				
43445	ARTEFRANCE ARTE FRANCE SA,FR	2014-12-02				
43573	MEDIACTIVE-NETWORK MEDIACTIVE SAS,FR	2007-08-24				
43794	AS_AEMS Atos Euronext Market Solutions SAS,FR	2007-09-28				
44311	HDS-DIGITAL-AS HDS Digital SAS,FR	2007-12-21				
44530	HOPUS HOPUS SAS,FR	2008-02-01				
44606	ARTEFACT Artefact SARL,FR	2014-11-25				
44729	EQUINIX-PARIS-IX Equinix France SAS,FR	2008-02-29				
44756	MAGICONLINE SAS CTS Computers and Telecommunicatio	2008-03-05				
44809	INFOVISTA-AS Infovista S.A.,FR	2008-03-14				
47184	TOUIX-AS TOUIX,FR	2009-09-24				
47308	CISNEO CISNEO SARL,FR	2008-06-02				
47504	NGM NGM Network SARL,FR	2008-06-27				
48099	MUSILINE Lagardere Active FM,FR	2008-10-13				
48492	MOTION-TWIN-ASN Motion Twin SCOP ARL,FR	2008-12-03				
48819	TIXEO-AS TIXEO SARL,FR	2009-02-12				
48920	TOILE-LIBRE Association TOILE-LIBRE,FR	2009-02-27				
49286	ESC-RENNES Groupe Ecole Superieure de Commerce de 	2009-05-12				
49466	DECLIC-TELECOM Declic Telecom SAS,FR	2010-08-25				
49495	METROLUX Metro Optic S.A.,FR	2015-02-13				
49623	SYMEONET Symeos SAS,FR	2009-07-15				
49695	IXCLOUDACCESS Novso SARL,FR	2014-12-09				
49862	BLUENEXT-AS Bluenext SA,FR	2009-09-30				
50199	NETWORTH NETWORTH TELECOM SA,FR	2009-11-30				
50370	DEFFAYET Nicolas DEFFAYET,FR	2009-12-29				1
50588	SEPTENTRION-ASN SEPTENTRION COMMUNICATION,FR	2010-02-15				
50969	GROUPE-OCI SARL GROUPE OCI,FR	2010-05-04				
51169	PICTAVIX-AS Pictavix GIE Commercial,FR	2010-06-14				
51544	T-SYSTEMS-FRANCE-AS T-Systems France SAS,FR	2015-01-07				
51664	ELMA-AS Elma Autonomous System,FR	2010-10-18				
51706	FRANCE-IX-AS France IX Services SASU,FR	2010-10-22				
51741	NETENSIA Netensia SARL,FR	2010-10-28				
52098	AGIIR-NETWORK-AS Agence d'ingenierie informatique 	2010-12-27				
52128	GALAXYA-AS Galaxya SARL,FR	2011-01-04				
56343	OUTSCALE Outscale SASU,FR	2011-02-08				
56715	ALISI Alliance Lyonnaise d'Infogerance et de Solut	2011-05-02				
56733	PROXIMIT-AS PROXIMIT S.A.,FR	2011-05-05				
56824	VEONET-AS VEONET SARL,FR	2011-05-23				
56825	GLOBALANYCAST-AS Association Global Anycast France	2011-05-23				
56892	YOUNG-AND-RUBICAM YOUNG ET RUBICAM FRANCE SAS,FR	2011-06-06				
56921	ALCATEL-BUSINESS-SYSTEMS ALCATEL-LUCENT-ENTREPRISE	2011-06-14				
57024	L33-AS L33 NETWORKS SARL,FR	2011-07-05				
57140	NOTREFAMILLE-AS NotreFamille.com SA,FR	2011-08-02				
57346	BTOB-HOTELS B&B HOTELS S.A.S,FR	2011-10-04				
57633	TERANET2 E-TERA,FR	2011-12-20				1
57696	BOOST-FR Boost (France) SAS,FR	2012-01-17				
57793	ONOUO onouo sarl,FR	2012-02-09				
59576	TRANSATEL-MOBILE Transatel SA,FR	2012-08-13				
59678	BPROCESS-BG-AS B-Process SA,FR	2012-09-18				
59798	SENSS Smart Efficient Network and Security Solutio	2014-09-24				
59830	EPEXSPOT EPEX SPOT S.E.,FR	2014-09-12				
59853	T-CONNECT T-CONNECT SAS,FR	2014-09-02				
59859	CERISEMEDIA-AS Cerise Media SAS,FR	2014-09-01				
59997	EQUINIX-CLOUD-EXCHANGE-PARIS-ASN Equinix France SA	2014-07-07				
60074	NICIX Sictiam,FR	2014-05-30				
60207	VENTEPRIVEECOM Vente Privee Com SAS,FR	2013-09-04				
60223	ILLYSE Association Illyse,FR	2013-09-02				
60431	CONSULCOM-AS Consulcom SARL,FR	2013-07-18				
60439	EUROGIX Association pour les reseaux internet en a	2013-07-17				
60543	YZIACT YZIACT SAS,FR	2013-06-28				
60570	BOCATECH BOCATECH SARL,FR	2013-06-24				
60572	ZENEXITY-AS Zenexity SARL,FR	2013-06-24				
60622	CAPACOM CAPACOM SAS,FR	2013-06-12				
60641	HEXATEL HEXATEL SAS,FR	2013-06-07				
60902	AIH ACCESS HEBERGEMENT s.a.r.l.,FR	2013-04-16				
60983	LIOPEN-AS LIOPEN SARL,FR	2013-03-25				
60994	SCT-AS SOCIETE COMMERCIALE DE TELECOMMUNICATION SC	2013-03-20				
62018	FIRSTHEBERG Techcrea Solutions SARL,FR	2014-03-21				
62068	HIPCOM HIPCOM SRL,FR	2014-02-25				
62118	FR-IXP-AR Association Aquitaine Reseau,FR	2014-02-06				
62260	SYS-AS S.Y.S. SAS,FR	2013-12-05				
196690	XLRENDER XLRender France SAS,FR	2011-09-01				
196766	A0LABS-AS Aleph Zero Labs,FR	2013-04-11				
196911	SY-AS Synapse Interactive,FR	2010-01-29				
197195	ADIUT Assoc des Directeurs d'IUT,FR	2010-07-27				
197283	VIVEOLE-AS Auvea Ingenierie,FR	2010-09-23				
197420	TLMCOM-AS TELEMEDIA-COMMUNICATIONS SAS,FR	2010-11-24				
197546	LAGARDERE-ACTIVE LAGARDERE ACTIVE,FR	2011-01-27				
197634	EXTELIA DOCAPOST BPO SAS,FR	2011-03-07				
197715	EAGLE-TELECOM Eagle Telecom SA,FR	2011-07-22				
197816	HITS HITS S.A.S,FR	2011-05-13				
198196	SAGEFRCSP-AS Sage FDC SAS,FR	2011-11-04				
198369	LSYSTEMS L.systems SARL,FR	2011-12-28				
198375	INU-AS INULOGIC SARL,FR	2011-12-30				
198590	NETOPI Association Netopi,FR	2012-03-16				
199058	DYNATERA DynaTera SARL,FR	2012-07-31				
199488	ARTPRICE Artprice.com SA,FR	2013-01-04				
199545	ED_ET_ASSOCIES ED et Associes SARL,FR	2012-11-30				
199677	SYRHANO CENTRE DE RESSOURCES INFORMATIQUE DE HAUTE	2012-10-10				
199719	AKINEA-AS AKINEA INTERNET SARL,FR	2014-02-25				
199727	EVOTYS EVOTYS SARL,FR	2014-02-24				
199746	SWEETIT Sweet IT SARL,FR	2014-02-17				
199765	CGPN CGPN Sarl,FR	2014-02-03				
199881	AUVERGNE-WIRELESS-AS Association Auvergne Wireless	2013-12-19				
199917	DECIMA-AS ENTREPRISE DECIMA SARL,FR	2013-12-10				
200075	DUTIKO DUTIKO SAS,FR	2013-10-15				
200170	BONDUELLE-AS Bonduelle SAS,FR	2013-09-19				
200181	MANUTAN-AS Manutan International S.A.,FR	2013-09-17				
201071	CDN-CANAL-PLUS GROUPE CANAL+ S.A.,FR	2015-02-05				
201072	ACA-AS Aeroport de la Cote d Azur,FR	2015-02-05				
201077	CONTENTIA CONTENTIA France S.A.S.U.,FR	2015-02-04				
201080	PCLIGHT-AS Association Pclight,FR	2015-02-04				
201081	SMARTADSERVER SmartAdServer SAS,FR	2015-02-04				
201085	ANTEMETA-ASN01 ANTEMETA SAS,FR	2015-02-03				
201116	EXICLOUD EXIGROUP SAS,FR	2015-01-26				
201140	SAB2I SAB SAS,FR	2015-01-16				
201159	ENTRO-AS ENTROPOLYS SARL,FR	2015-01-13				
201177	AMAE-AS GIE AMAE,FR	2015-01-07				
201198	CNOM ASS ORDRE NATIONAL DES MEDECINS,FR	2014-12-24				
201246	AVM-INFO-AS AVM Informatique SAS,FR	2014-12-12				
201267	NOSTREPAIS Nostre Pais sarl,FR	2014-12-05				
201292	BETECH BeTech Solution SASU,FR	2014-12-02				
201335	TELERAGNO Teleragno,FR	2014-11-21				
201376	AUVERNIX-AS Association AuvernIX,FR	2014-11-12				
201381	LUX-USA-NY-R Luxoft Professional Romania S.R.L,FR	2014-11-11				
201408	THECALLR THECALLR SAS,FR	2014-11-05				
201420	LVMH-AS-EU MOET HENNESSY SNC,FR	2014-10-31				
201487	CTLC-AS-1 CERTILIENCE SARL,FR	2014-10-14				
201527	ITSENSE ITsense SAS,FR	2015-01-07				
201635	FR-JAUNEDEMARS Jaune de Mars SARL,FR	2014-08-28				
201675	SACLAKNET SACLAK NETWORK SARL,FR	2014-08-18				
201693	OPENHOST-AS CONSEPT SERVICES SARL,FR	2015-02-09				
201792	AS440HZ 440Hz S.A.S,FR	2014-07-11				
201818	KALIOP Kaliop SAS,FR	2014-07-03				
201828	NEWTECH NEWTECH INTERACTIVE,FR	2014-07-02				
201900	OLGROUPE Olympique Lyonnais Groupe SA,FR	2014-12-08				
201932	GROUPE-MONITEUR GROUPE MONITEUR SAS,FR	2014-05-28				
201938	THREESIBTOC 3SI BTOC SA,FR	2014-05-26				
201967	AXA-TECHNOLOGY-SERVICES-AS AXA technology services	2014-05-19				
201974	ALTIMA-AS ALTIMA SAS,FR	2014-05-15				
202009	ABFACILE Ab Facile SARL,FR	2014-05-05				
202047	WIFX Witecom Sarl,FR	2014-10-22				
202138	TEGE-AS TEGE SAS,FR	2014-03-28				
