ASN	Name	Registration date	Global rank	#routeable IPv4	#prefixes IPv4	#prefixes IPv6
8595	Autonomous System of WestCall Ltd	1997-12-22	4,394	46,080	14	1
16285	Closed Joint Stock Company "Ural-TransTeleCom"	2001-02-16	4,393	46,080	64	10
24739	CJSC Severen-Telecom	2002-03-08	4,395	46,080	13	1
42038	Vladivostokskaya Set LTD	2006-12-08	4,397	46,080	6	
44507	OAO Kostroma Municipal Telephone Network	2008-01-29	4,390	46,080	18	
42116	CJSC "ER-Telecom Holding"	2006-12-20	4,418	45,312	8	1
52207	CJSC "ER-Telecom Holding"	2011-01-26	4,423	45,312	13	1
15974	JSC Volgatranstelecom	2000-11-15	4,480	44,032	15	3
30922	OJSC "MTS"	2004-01-16	4,477	44,032	5	
34456	Rial Com JSC	2005-01-24	4,476	44,032	33	1
8641	LLC "Nauka-Svyaz"	2000-04-17	4,483	43,776	29	1
30881	MTS OJSC	2004-01-05	4,498	43,008	7	
15756	CJSC Caravan-Telecom	2000-10-05	4,522	42,496	110	2
34590	CJSC "ER-Telecom Holding"	2005-02-18	4,535	42,240	8	1
31257	JSC "Orion telecom"	2004-03-31	4,550	41,984	13	1
35511	iWAN Closed Joint-Stock Company	2005-08-24	4,536	41,984	3	1
8416	Infoline Ltd.	1997-08-07	4,592	40,960	3	1
35539	OJSC Infolink Technology	2005-08-30	4,614	40,960	11	1
43468	OJSC Rostelecom	2007-08-06	4,626	40,960	13	
41786	CJSC "ER-Telecom Holding"	2006-10-25	4,631	40,704	12	1
39812	Closed Joint Stock Company Radiotelephone	2006-04-27	4,636	40,448	11	
29076	Filanco LTD	2003-05-27	4,649	40,192	38	1
47541	VKontakte Ltd	2008-07-03	4,643	40,192	7	2
29072	Regional Digital Telecommunication Company	2003-05-26	4,652	39,936	38	2
42754	Iskratelecom CJSC	2007-04-11	4,669	39,168	12	
56830	Transtelekom - Chita CJSC	2011-05-24	4,674	38,912	11	1
20731	Limited Company Megaton	2008-01-29	4,721	37,888	8	
39598	TIERA	2006-03-23	4,714	37,888	5	1
41268	LANTA Ltd	2006-07-12	4,722	37,888	3	1
56495	LeaderTelecom Ltd.	2011-03-03	4,744	37,376	128	
50544	CJSC "ER-Telecom Holding"	2010-02-08	4,753	37,120	43	3
21365	MTS OJSC	2001-11-13	4,789	36,864	7	
33894	JSC "RIKT"	2004-09-01	4,772	36,864	5	
35516	OJSC Rostelecom	2005-08-24	4,790	36,864	132	
41704	OJSC "Ufanet"	2006-10-11	4,785	36,864	15	2
20985	ArtX CJSC	2001-07-17	4,816	36,352	23	1
35598	INETCOM LLC	2005-09-14	4,825	35,840	7	
49048	CJSC "ER-Telecom Holding"	2011-10-24	4,863	35,072	12	1
56420	CJSC "ER-Telecom Holding"	2011-02-17	4,867	35,072	10	1
47914	OOO Creative Direct Marketing Solutions	2008-09-15	4,885	34,816	5	1
57378	CJSC "ER-Telecom Holding"	2011-10-12	4,881	34,816	16	1
28917	JSC "TRC FIORD"	2003-04-03	4,898	34,560	15	1
42548	OJSC Rostelecom	2007-03-09	4,899	34,560	10	
43478	CJSC "ER-Telecom Holding"	2007-08-07	4,910	34,304	7	1
44775	ZAO "Electro-Com Don"	2008-03-07	4,924	34,048	15	
44068	Style-Com	2007-11-13	4,951	33,792	2	1
47759	POIG Ltd.	2008-08-14	4,982	33,280	2	
29226	CJSC Mastertel	2003-07-03	5,021	33,024	10	1
31692	OOO Saturn-R Internet	2004-07-14	5,020	33,024	4	1
41727	CJSC "ER-Telecom Holding"	2006-10-16	5,016	33,024	39	3
51819	CJSC "ER-Telecom Holding"	2010-11-10	5,005	33,024	11	1
5591	OJSC Rostelecom	1996-03-29	5,062	32,768	31	
6702	Science Production Company "Trifle" Ltd.	1996-07-05	5,140	32,768	4	
6903	Zenon N.S.P.	1997-01-28	5,141	32,768	6	
15759	OJSC Rostelecom	2000-10-05	5,111	32,768	3	
28702	Delta Telecom inc.	2003-02-03	5,119	32,768	8	
30968	Infobox.ru Autonomous System	2004-01-29	5,057	32,768	4	
31364	Closed Joint-Stock Company "Intelbi"	2004-04-26	5,075	32,768	6	
31585	JSC "Columbia-Telecom"	2004-06-17	5,097	32,768	18	8
35177	OJSC Rostelecom	2005-06-16	5,099	32,768	11	
47438	Pskovline Ltd.	2008-06-19	5,073	32,768	9	1
48212	MultiCable networks of Chita, Ltd.	2008-10-24	5,150	32,768	10	
49170	Closed Joint Stock Company MultyKabelnie Seti Bala	2009-04-22	5,080	32,768	1	
51116	Mobile TeleSystems Open Joint Stock Company	2010-06-03	5,087	32,768	2	
51501	Khabarovsk home networks Ltd	2010-09-13	5,078	32,768	21	
25159	OJSC MegaFon	2002-08-13	5,181	32,000	31	1
31133	OJSC MegaFon	2004-03-05	5,199	31,744	90	7
39792	Anders Telecom Ltd.	2006-04-26	5,198	31,744	6	1
47764	Limited liability company Mail.Ru	2008-08-15	5,221	30,976	14	2
50542	CJSC "ER-Telecom Holding"	2010-02-08	5,228	30,976	36	1
8594	OJSC Rostelecom	1997-12-22	5,239	30,720	4	
35389	OJSC Rostelecom	2005-07-28	5,251	30,720	4	
24626	CJSC TransTelecom-NN	2002-01-24	5,267	30,208	26	1
42110	OJSC "Vimpelcom"	2006-12-19	5,277	30,208	12	
31430	ISP "Firma TEL", Moscow, Russia	2004-05-14	5,281	29,952	11	1
43975	OJSC Rostelecom	2007-10-30	5,306	29,696	25	1
51032	Nevod Ltd	2010-05-20	5,308	29,696	9	1
16345	OJSC "VimpelCom"	2001-03-07	5,317	29,440	51	2
29125	Tatintelcom Inc Autonomous System Russia	2003-06-11	5,313	29,440	29	
8744	JSC Start Telecom	1998-04-03	5,351	28,928	14	
50498	CJSC "ER-Telecom Holding"	2010-01-29	5,348	28,928	8	1
50512	CJSC "ER-Telecom Holding"	2010-02-01	5,358	28,928	6	1
51035	CJSC "ER-Telecom Holding"	2011-02-02	5,344	28,928	13	1
2848	Federal State Educational Institution of Higher Pr	1993-12-12	5,383	28,672	3	1
12380	OJSC Rostelecom	1999-04-21	5,376	28,672	4	
25549	Closed Joint-stock company Avantel	2003-01-06	5,368	28,672	34	2
42668	Nevalink LTD	2007-03-29	5,414	28,672	4	1
42893	Nord-West Link NP	2007-05-07	5,388	28,672	3	
56341	OJSC Rostelecom	2011-02-01	5,407	28,672	15	
198541	MTT-CONNECT-IVANOVO-AS MTT Connect Ltd.,RU	2012-03-01	5,372	28,672	7	
21353	PRESTIGE-INTERNET LTD	2001-11-09	5,446	28,160	22	
42632	MnogoByte LLC	2007-03-23	5,443	28,160	38	
